Updated On,State,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered),Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years (Individuals Vaccinated),45-60 Years (Individuals Vaccinated),60+ Years (Individuals Vaccinated),Male (Individuals Vaccinated),Female (Individuals Vaccinated),Transgender (Individuals Vaccinated)
05/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
06/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
07/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
08/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
09/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
10/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
11/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
12/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
13/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
14/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
15/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
16/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
17/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
18/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
19/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
20/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
21/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
22/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
23/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
24/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
25/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
26/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
27/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
28/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
29/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
30/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
31/10/2021,Lakshadweep,,,,,,,,,,,,,,,,,,,,,
16/01/2021,Madhya Pradesh,9435,183,156,9435,0,,,,0,9435,,,,,,,,,5066,4368,1
17/01/2021,Madhya Pradesh,9435,458,158,9435,0,,,,0,9435,,,,,,,,,5066,4368,1
18/01/2021,Madhya Pradesh,15934,467,158,15934,0,,,,0,15934,,,,,,,,,6799,9134,1
19/01/2021,Madhya Pradesh,18409,630,160,18409,0,,,,0,18409,,,,,,,,,8067,10341,1
20/01/2021,Madhya Pradesh,27769,798,163,27769,0,,,,0,27769,,,,,,,,,10968,16800,1
21/01/2021,Madhya Pradesh,38425,798,163,38425,0,,,,0,38425,,,,,,,,,14256,24168,1
22/01/2021,Madhya Pradesh,38425,1111,335,38425,0,,,,0,38425,,,,,,,,,14256,24168,1
23/01/2021,Madhya Pradesh,38428,1749,491,38428,0,,,,0,38428,,,,,,,,,14259,24168,1
24/01/2021,Madhya Pradesh,38430,1816,493,38430,0,,,,0,38430,,,,,,,,,14261,24168,1
25/01/2021,Madhya Pradesh,66875,2294,711,66875,0,,,,0,66875,,,,,,,,,23413,43461,1
26/01/2021,Madhya Pradesh,66877,2985,1102,66877,0,,,,0,66877,,,,,,,,,23415,43461,1
27/01/2021,Madhya Pradesh,131099,3931,1324,131099,0,,,,0,131099,,,,,,,,,37622,93475,2
28/01/2021,Madhya Pradesh,192628,5111,1457,192628,0,,,,0,192628,,,,,,,,,52669,139957,2
29/01/2021,Madhya Pradesh,234631,6093,1544,234631,0,,,,0,234631,,,,,,,,,65629,169000,2
30/01/2021,Madhya Pradesh,284782,6115,1553,284782,0,,,,0,284782,,,,,,,,,80503,204275,4
31/01/2021,Madhya Pradesh,285481,6287,1565,285481,0,,,,0,285481,,,,,,,,,80641,204836,4
01/02/2021,Madhya Pradesh,286538,6637,1592,286538,0,,,,0,286538,,,,,,,,,80992,205542,4
02/02/2021,Madhya Pradesh,286868,7373,1634,286868,0,,,,0,286868,,,,,,,,,81125,205739,4
03/02/2021,Madhya Pradesh,319623,7831,1642,319623,0,,,,0,319623,,,,,,,,,91007,228612,4
04/02/2021,Madhya Pradesh,329571,7992,1642,329571,0,,,,0,329571,,,,,,,,,93563,236004,4
05/02/2021,Madhya Pradesh,331316,8093,1657,331316,0,,,,0,331316,,,,,,,,,94429,236883,4
06/02/2021,Madhya Pradesh,332832,8962,1791,332832,0,,,,0,332832,,,,,,,,,94782,238046,4
07/02/2021,Madhya Pradesh,333677,9183,1829,333677,0,,,,0,333677,,,,,,,,,95189,238484,4
08/02/2021,Madhya Pradesh,369141,9500,1831,369141,0,,,,14365,354776,,,,,,,,,126007,243128,6
09/02/2021,Madhya Pradesh,373504,10102,1845,373504,0,,,,16081,357423,,,,,,,,,129846,243652,6
10/02/2021,Madhya Pradesh,427715,10797,1887,427715,0,,,,39668,388047,,,,,,,,,177123,250586,6
11/02/2021,Madhya Pradesh,482095,11467,1918,482095,0,,,,61581,420514,,,,,,,,,224299,257789,7
12/02/2021,Madhya Pradesh,519589,12108,1945,519589,0,,,,76489,443100,,,,,,,,,256549,263033,7
13/02/2021,Madhya Pradesh,548275,12437,1958,548272,3,,,,87755,460517,,,,,,,,,281302,266962,8
14/02/2021,Madhya Pradesh,548469,12803,1962,548466,3,,,,87757,460709,,,,,,,,,281479,266979,8
15/02/2021,Madhya Pradesh,565957,12994,1968,565952,5,,,,94273,471679,,,,,,,,,296596,269348,8
16/02/2021,Madhya Pradesh,567591,13481,1981,567586,5,,,,95034,472552,,,,,,,,,297914,269664,8
17/02/2021,Madhya Pradesh,587658,13944,1982,587652,6,,,,102594,485058,,,,,,,,,314782,272862,8
18/02/2021,Madhya Pradesh,598328,14604,1993,598319,9,,,,107696,490623,,,,,,,,,324756,273555,8
19/02/2021,Madhya Pradesh,616805,15120,2000,616782,23,,,,112750,504032,,,,,,,,,337605,279169,8
20/02/2021,Madhya Pradesh,635446,15420,2004,631637,3809,,,,117418,514219,,,,,,,,,347712,283917,8
21/02/2021,Madhya Pradesh,636057,15687,2010,632248,3809,,,,117779,514469,,,,,,,,,348227,284013,8
22/02/2021,Madhya Pradesh,666759,15970,2010,635089,31670,,,,118252,516837,,,,,,,,,349986,285095,8
23/02/2021,Madhya Pradesh,668773,16587,2013,636139,32634,,,,118565,517574,,,,,,,,,350844,285287,8
24/02/2021,Madhya Pradesh,716682,17424,2015,639425,77257,,,,119504,519921,,,,,,,,,353126,286291,8
25/02/2021,Madhya Pradesh,773228,18289,2015,642871,130357,,,,120126,522745,,,,,,,,,355185,287678,8
26/02/2021,Madhya Pradesh,804378,18440,2015,644716,159662,,,,120373,524343,,,,,,,,,356064,288644,8
27/02/2021,Madhya Pradesh,804378,18440,2015,644716,159662,,,,120373,524343,,,,,,,,,356064,288644,8
28/02/2021,Madhya Pradesh,804378,19598,2035,644716,159662,,,,120373,524343,,,,,,,,,356064,288644,8
01/03/2021,Madhya Pradesh,804378,19366,2035,644716,159662,,,,120373,524343,,,,,,,,,356064,288644,8
02/03/2021,Madhya Pradesh,846487,20736,2036,664726,181761,,,,120472,544254,,,,,,,,,366883,297830,13
03/03/2021,Madhya Pradesh,908051,22292,2044,706334,201717,,,,120473,585861,,,,,,,,,390174,316141,19
04/03/2021,Madhya Pradesh,970531,22619,2045,754152,216379,,,,120488,633664,,,,,,,,,416801,337329,22
05/03/2021,Madhya Pradesh,978701,23876,2057,760376,218325,,,,120497,639879,,,,,,,,,420240,340114,22
06/03/2021,Madhya Pradesh,1049846,25490,2068,817810,232036,,,,120498,697312,,,,,,,,,451693,366083,34
07/03/2021,Madhya Pradesh,1052103,27014,2107,819884,232219,,,,120498,699386,,,,,,,,,452903,366947,34
08/03/2021,Madhya Pradesh,1123372,27837,2125,878269,245103,,,,121063,757206,,,,,,,,,485971,392261,37
09/03/2021,Madhya Pradesh,894175,9450,48,648495,245680,,,,125263,768905,,,,,,,,,496388,397750,37
10/03/2021,Madhya Pradesh,982005,235371,927,703816,278189,,,,135561,846437,,,,,,,,,550072,431892,41
11/03/2021,Madhya Pradesh,983629,3000,26,704997,278632,,,,135739,847883,,,,,,,,,551005,432583,41
12/03/2021,Madhya Pradesh,989013,31670,98,708872,280141,,,,135953,853053,,,,,,,,,554139,434832,42
13/03/2021,Madhya Pradesh,1147591,431308,1551,812922,334669,,,,157001,990583,,,,,,,,,654118,493418,55
14/03/2021,Madhya Pradesh,1149813,0,0,814865,334948,,,,157056,992750,,,,,,,,,655305,494453,55
15/03/2021,Madhya Pradesh,1311000,468002,1836,935527,375473,,,,173139,1137854,,,,,,,,,755048,555889,63
16/03/2021,Madhya Pradesh,1582017,26800,78,1204532,377485,,,,178772,1403245,,294,,,,398331,373401,432056,668813,535656,63
17/03/2021,Madhya Pradesh,1894779,502900,1984,1483101,411678,,,,194660,1700119,,297,,,,407270,422774,652295,820896,662088,117
18/03/2021,Madhya Pradesh,2061982,566859,2636,1630087,431895,,,,203540,1858442,,297,,,,413540,447586,768191,900109,729842,136
19/03/2021,Madhya Pradesh,2082196,34270,136,1648828,433368,,,,203833,1878363,,297,,,,414458,451740,781852,909911,738776,141
20/03/2021,Madhya Pradesh,2392868,701036,4032,1936427,456441,,,,220006,2172862,,299,,,,422989,494086,1018544,1059583,876679,165
21/03/2021,Madhya Pradesh,2447794,1350,8,1988398,459396,,,,223081,2224713,,300,,,,424215,502264,1061107,1085844,902376,178
22/03/2021,Madhya Pradesh,2645609,530380,3228,2173688,471921,,,,238878,2406731,,302,,,,429540,533437,1209891,1181427,992049,212
23/03/2021,Madhya Pradesh,2709136,30980,133,2233935,475201,,,,245080,2464056,,304,,,,431551,545753,1255799,1212270,1021443,222
24/03/2021,Madhya Pradesh,2970294,513846,3273,2484618,485676,,,,266221,2704073,,306,,,,438226,589494,1456047,1340212,1144150,256
25/03/2021,Madhya Pradesh,3117583,409390,2479,2625418,492165,,,,282339,2835244,,307,,,,443006,622026,1559525,1412654,1212489,275
26/03/2021,Madhya Pradesh,3124997,31860,136,2632468,492529,,,,283258,2841739,,307,,,,443610,624379,1563617,1416399,1215790,279
27/03/2021,Madhya Pradesh,3235027,353447,2103,2737954,497073,,,,297487,2937540,,312,,,,448877,653105,1635099,1471968,1265689,297
28/03/2021,Madhya Pradesh,3238287,75914,354,2740984,497303,,,,298095,2940192,,314,,,,449160,654545,1636405,1473456,1267230,298
29/03/2021,Madhya Pradesh,3238300,6450,32,2740995,497305,,,,298095,2940205,,316,,,,449164,654547,1636410,1473461,1267236,298
30/03/2021,Madhya Pradesh,3241368,127203,467,2743883,497485,,,,298175,2943193,,318,,,,449565,655682,1637760,1474945,1268639,299
31/03/2021,Madhya Pradesh,3399721,553283,3307,2890848,508873,,,,309233,3090488,,320,,,,455540,693199,1741223,1551819,1338710,319
01/04/2021,Madhya Pradesh,3632471,582967,3857,3115146,517325,,,,318623,3313848,,323,,,,460399,845804,1808047,1672487,1442310,349
02/04/2021,Madhya Pradesh,3871927,268960,1350,3346831,525096,,,,328095,3543832,,326,,,,465988,1009384,1870554,1798113,1548342,376
03/04/2021,Madhya Pradesh,4043380,418415,2451,3510799,532581,,,,346154,3697226,,328,,,,470963,1123203,1915724,1888110,1622294,395
04/04/2021,Madhya Pradesh,4214544,190991,778,3675945,538599,,,,373561,3840983,,331,,,,476073,1239433,1959524,1977803,1697721,421
05/04/2021,Madhya Pradesh,4376033,416609,2360,3831368,544665,,,,444884,3931149,,337,,,,476197,1350040,2004216,2061133,1769793,442
06/04/2021,Madhya Pradesh,4528210,414416,1999,3977455,550755,,,,508381,4019829,,338,,,,476300,1455328,2044908,2139507,1837489,459
07/04/2021,Madhya Pradesh,4902462,590355,3590,4334898,567564,,,,567777,4334685,,351,,,,476486,1708971,2148521,2329211,2005206,481
08/04/2021,Madhya Pradesh,5233168,479140,2771,4649680,583488,,,,607953,4625215,,364,,,,476716,1927139,2244898,2491279,2157893,508
09/04/2021,Madhya Pradesh,5361979,423998,2072,4770269,591710,,,,625339,4736640,,374,,,,477375,2011710,2280256,2553081,2216665,523
10/04/2021,Madhya Pradesh,5464925,279011,1670,4866494,598431,,,,639725,4825200,,376,,,,477955,2082486,2305124,2605546,2260414,534
11/04/2021,Madhya Pradesh,5837149,725864,4548,5222120,615029,,,,652277,5184872,,379,,,,479095,2338481,2403607,2792192,2429350,578
12/04/2021,Madhya Pradesh,6244525,710930,4869,5603174,641351,,,,658902,5585623,,388,,,,482070,2600744,2519422,2992300,2610251,623
13/04/2021,Madhya Pradesh,6558169,813940,5055,5899933,658236,,,,660324,5897845,,394,,,,485449,2800466,2613078,3150904,2748380,649
14/04/2021,Madhya Pradesh,6886916,841205,5366,6202259,684657,,,,661830,6225086,,400,,,,487633,3004716,2708968,3307757,2893799,703
15/04/2021,Madhya Pradesh,7057160,476241,3266,6348519,708641,,,,662727,6394433,,413,,,,490688,3102203,2754687,3386461,2961330,728
16/04/2021,Madhya Pradesh,7115632,628587,3868,6392872,722760,,,,663804,6451828,,417,,,,493170,3130996,2767766,3410549,2981593,730
17/04/2021,Madhya Pradesh,7304172,584043,4150,6546917,757255,,,,664846,6639326,,420,,,,496740,3234248,2814989,3493665,3052493,759
18/04/2021,Madhya Pradesh,7329797,431730,2790,6566352,763445,,,,665122,6664675,,421,,,,497042,3247032,2821339,3504133,3061458,761
19/04/2021,Madhya Pradesh,7506383,639278,4578,6700964,805419,,,,685389,6820994,,426,,,,500896,3333898,2865226,3577751,3122429,784
20/04/2021,Madhya Pradesh,7542919,468862,3204,6725608,817311,,,,692403,6850516,,427,,,,502351,3349089,2873226,3591813,3133011,784
21/04/2021,Madhya Pradesh,7566279,350020,2337,6737838,828441,,,,694256,6872023,,428,,,,503041,3356730,2877127,3598373,3138678,787
22/04/2021,Madhya Pradesh,7736804,628720,4746,6850130,886674,,,,703028,7033776,,430,,,,506271,3429282,2913636,3659443,3189880,807
23/04/2021,Madhya Pradesh,7774354,308207,2047,6871962,902392,,,,705551,7068803,,431,,,,508281,3442531,2920209,3671408,3199738,816
24/04/2021,Madhya Pradesh,7895385,551060,4096,6942784,952601,,,,713166,7182219,,431,,,,510556,3488643,2942638,3709657,3232300,827
25/04/2021,Madhya Pradesh,7908711,74730,425,6949787,958924,,,,714407,7194304,,431,,,,510777,3493070,2944993,3713363,3235596,828
26/04/2021,Madhya Pradesh,7991537,465321,3387,6988355,1003182,,,,721652,7269885,,435,,,,512112,3517464,2957828,3734180,3253341,834
27/04/2021,Madhya Pradesh,8010474,368543,2756,6996487,1013987,,,,722336,7288138,,437,,,,650948,3384279,2960310,3738364,3257287,836
28/04/2021,Madhya Pradesh,8071696,404310,2769,7020074,1051622,,,,725988,7345708,,439,,,,652513,3398551,2968057,3750770,3268464,840
29/04/2021,Madhya Pradesh,8077002,313977,2345,7022419,1054583,,,,726478,7350524,,439,,,,652563,3400116,2968943,3751979,3269600,840
30/04/2021,Madhya Pradesh,8079538,220380,1440,7023042,1056496,,,,726655,7352883,,441,,,,652550,3400597,2969097,3752265,3269937,840
01/05/2021,Madhya Pradesh,8147203,346535,2326,7043286,1103917,,,,731864,7415339,,442,,,,654010,3413415,2975063,3762888,3279556,842
02/05/2021,Madhya Pradesh,8154964,80040,459,7046019,1108945,,,,732269,7422695,,445,,,,651581,3417853,2975823,3764322,3280855,842
03/05/2021,Madhya Pradesh,8228404,404950,2534,7065585,1162819,,,,743924,7484480,,448,,,,653119,3429887,2981817,3774656,3290084,845
04/05/2021,Madhya Pradesh,8249533,191300,1141,7071530,1178003,,,,749077,7500456,,448,,,,653808,3433481,2983477,3777812,3292870,848
05/05/2021,Madhya Pradesh,8380264,588991,3913,7110730,1269534,,,,776013,7604251,,448,,,,661144,3454317,2994501,3799418,3310460,852
06/05/2021,Madhya Pradesh,8490151,488160,3215,7146019,1344132,,,,799068,7691083,,448,,,,668970,3472514,3003762,3819136,3326026,857
07/05/2021,Madhya Pradesh,8508272,127360,722,7151755,1356517,,,,803046,7705226,,449,,,,670186,3475888,3004907,3822464,3328433,858
08/05/2021,Madhya Pradesh,8634077,412061,2680,7201637,1432440,,,,842263,7791814,,499,,,,692367,3495071,3013415,3851055,3349719,863
09/05/2021,Madhya Pradesh,8636212,314190,2485,7202462,1433750,,,,842561,7793651,,501,,,,692526,3495550,3013602,3851501,3350098,863
10/05/2021,Madhya Pradesh,8765843,694290,4737,7251862,1513981,,,,881517,7884326,,518,,,,715107,3513442,3022387,3879511,3371484,867
11/05/2021,Madhya Pradesh,8785173,396390,3008,7256989,1528184,,,,885709,7899464,,518,,,,715901,3516578,3023573,3882242,3373879,868
12/05/2021,Madhya Pradesh,8923121,600201,4306,7335386,1587735,,,,931944,7991177,,519,,,,761961,3538685,3033703,3927624,3406877,885
13/05/2021,Madhya Pradesh,9034702,546371,3741,7402933,1631769,,,,974088,8060614,,521,,,,808855,3553133,3039835,3967422,3434616,895
14/05/2021,Madhya Pradesh,9037120,88070,502,7403682,1633438,,,,975038,8062082,,521,,,,808980,3553560,3040029,3967847,3434940,895
15/05/2021,Madhya Pradesh,9163547,601434,4209,7472841,1690706,,,,1023820,8139727,,522,,,,856676,3569075,3045897,4007674,3464264,903
16/05/2021,Madhya Pradesh,9164574,65610,360,7473284,1691290,,,,1024104,8140470,,522,,,,856723,3569341,3046027,4007910,3464471,903
17/05/2021,Madhya Pradesh,9258467,694626,4474,7547349,1711118,,,,1050666,8207801,,522,,,,905049,3589017,3052047,4050359,3496072,918
18/05/2021,Madhya Pradesh,9264811,89262,420,7551243,1713568,,,,1053396,8211415,,523,,,,906040,3591334,3052630,4052484,3497841,918
19/05/2021,Madhya Pradesh,9405542,413780,2526,7678925,1726617,,,,1067827,8337715,,526,,,,1011673,3608608,3057352,4129034,3548938,953
20/05/2021,Madhya Pradesh,9534535,703834,4736,7798981,1735554,,,,1077427,8457108,,534,,,,1112802,3623283,3061551,4200360,3597641,980
21/05/2021,Madhya Pradesh,9633945,353879,2041,7890673,1743272,,,,1085378,8548567,0,535,,,,1189139,3635454,3064693,4254818,3634858,997
22/05/2021,Madhya Pradesh,9780866,694195,4480,8027748,1753118,,,,1095058,8685808,0,536,,,,1302409,3654326,3069565,4335790,3690920,1038
23/05/2021,Madhya Pradesh,9951903,288268,1441,8197098,1754805,,,,1096552,8855351,0,538,,,,1468519,3656904,3070161,4437950,3758061,1087
24/05/2021,Madhya Pradesh,10169757,692010,4015,8407255,1762502,,,,1104353,9065404,0,540,,,,1651608,3678539,3075523,4562142,3843964,1149
25/05/2021,Madhya Pradesh,10176369,80166,419,8412889,1763480,,,,1105423,9070946,0,541,,,,1655295,3680069,3075938,4565340,3846398,1151
26/05/2021,Madhya Pradesh,10178601,139388,970,8415023,1763578,,,,1105486,9073115,0,544,,,,1656959,3680406,3076071,4566608,3847264,1151
27/05/2021,Madhya Pradesh,10408718,501493,2576,8636592,1772126,,,,1114104,9294614,0,546,,,,1848478,3704381,3082018,4698806,3936574,1212
28/05/2021,Madhya Pradesh,10632295,441630,2210,8854635,1777660,,,,1119978,9512317,0,550,,,,2048274,3719010,3085479,4829726,4023629,1280
29/05/2021,Madhya Pradesh,10882668,499165,2585,9098436,1784232,,,,1128087,9754581,0,552,,,,2267532,3738666,3090152,4977375,4119682,1379
30/05/2021,Madhya Pradesh,10899947,51252,240,9115504,1784443,,,,1128808,9771139,0,555,,,,2282765,3740093,3090534,4988691,4125433,1380
31/05/2021,Madhya Pradesh,11170319,518453,2584,9378050,1792269,,,,1147298,10023021,0,559,,,,2510712,3767425,3097559,5145393,4231195,1462
01/06/2021,Madhya Pradesh,11188263,54887,240,9394692,1793571,,,,1149627,10038636,0,561,,,,2522465,3771223,3098629,5156495,4236734,1463
02/06/2021,Madhya Pradesh,11481427,538296,2794,9680087,1801340,,,,1181438,10299989,0,562,,,,2773930,3798205,3105346,5329622,4348903,1562
03/06/2021,Madhya Pradesh,11853494,753961,3064,10041226,1812268,,,,1410736,10442758,0,564,,,,3105447,3822099,3110724,5550998,4488574,1654
04/06/2021,Madhya Pradesh,12217489,709874,2662,10399189,1818300,,,,1542992,10674497,0,565,,,,3435106,3844631,3116128,5770793,4626564,1832
05/06/2021,Madhya Pradesh,12629509,863343,3106,10796888,1832621,,,,1721232,10908277,0,572,,,,3791272,3878060,3123898,6012607,4782344,1937
06/06/2021,Madhya Pradesh,12759138,361260,1190,10923948,1835190,,,,1749629,11009509,0,584,,,,3904372,3889127,3126674,6091184,4830791,1973
07/06/2021,Madhya Pradesh,13151267,847074,3132,11299196,1852071,,,,1783202,11368065,0,606,,,,4231769,3926736,3136632,6311278,4985842,2076
08/06/2021,Madhya Pradesh,13217372,164192,472,11361743,1855629,,,,1791652,11425720,0,609,,,,4283343,3935366,3138931,6349177,5010475,2091
09/06/2021,Madhya Pradesh,13584232,746693,2766,11708227,1876005,,,,1833593,11750639,0,609,,,,4583887,3971202,3148746,6551282,5154765,2180
10/06/2021,Madhya Pradesh,13769115,470288,1702,11877371,1891744,,,,1877511,11891604,0,610,,,,4725254,3992813,3154789,6653448,5221707,2216
11/06/2021,Madhya Pradesh,13796834,101885,329,11899138,1897696,,,,1885222,11911612,0,610,,,,4741722,3996910,3155973,6666235,5230681,2222
12/06/2021,Madhya Pradesh,13897841,290271,1346,11956103,1941738,,,,1935761,11962080,0,611,,,,4788333,4004790,3158349,6700729,5253138,2236
13/06/2021,Madhya Pradesh,13943751,140181,545,11992799,1950952,,,,1945457,11998294,0,611,,,,4817622,4010301,3160214,6722055,5268496,2248
14/06/2021,Madhya Pradesh,14443636,1098905,3649,12452440,1991196,,,,1970395,12473241,0,611,,,,5198064,4069993,3179379,6979573,5470516,2351
15/06/2021,Madhya Pradesh,14495499,118608,465,12497943,1997556,,,,1976933,12518566,0,611,,,,5234145,4077085,3181663,7005937,5489651,2355
16/06/2021,Madhya Pradesh,14840484,789248,2850,12815277,2025207,,,,1989735,12850749,0,613,,,,5493924,4120418,3195728,7179396,5633448,2433
17/06/2021,Madhya Pradesh,14975268,376800,1471,12934175,2041093,,,,1998514,12976754,0,614,,,,5587872,4138587,3202450,7246471,5685249,2455
18/06/2021,Madhya Pradesh,14994833,72904,289,12950585,2044248,,,,2001183,12993650,0,614,,,,5600087,4141656,3203555,7256100,5692024,2461
19/06/2021,Madhya Pradesh,15018743,162607,614,12964134,2054609,,,,2012375,13006368,0,614,,,,5610083,4144143,3204602,7264208,5697465,2461
20/06/2021,Madhya Pradesh,15019817,44624,189,12965037,2054780,,,,2012568,13007249,0,614,,,,5610889,4144227,3204616,7264881,5697697,2459
21/06/2021,Madhya Pradesh,16733198,5322694,8152,14594389,2138809,,,,2094649,14638549,0,614,,,,6894606,4399399,3294204,8189179,6402467,2743
22/06/2021,Madhya Pradesh,16803173,81880,290,14660585,2142588,,,,2099516,14703657,0,616,,,,6943827,4411869,3298663,8227651,6430183,2751
23/06/2021,Madhya Pradesh,17978981,4275051,6937,15775623,2203358,,,,2283732,15695249,0,616,,,,7790914,4607574,3370465,8830079,6942582,2962
24/06/2021,Madhya Pradesh,18769872,2619613,5087,16512594,2257278,,,,2399704,16370168,0,621,,,,8342482,4743089,3420102,9233340,7276160,3094
25/06/2021,Madhya Pradesh,18801044,261225,553,16543406,2257638,10527907,8269900,3237,2403373,16397671,0,623,8954652,5528562,4317830,,,,,,
26/06/2021,Madhya Pradesh,19801236,3691545,5773,17444479,2356757,11069005,8728819,3412,2430673,17370563,0,637,9647232,5746747,4407257,,,,,,
27/06/2021,Madhya Pradesh,19826706,108174,264,17466782,2359924,11083662,8739628,3416,2437662,17389044,0,639,9665085,5752183,4409438,,,,,,
28/06/2021,Madhya Pradesh,20289692,1646251,3257,17897347,2392345,11330347,8955865,3480,2588310,17701382,0,642,9990968,5850581,4448143,,,,,,
29/06/2021,Madhya Pradesh,20303352,56656,177,17909367,2393985,11337805,8962064,3483,2591107,17712245,0,644,9999993,5853979,4449380,,,,,,
30/06/2021,Madhya Pradesh,20314158,240171,436,17917782,2396376,11343076,8967596,3486,2591488,17722566,104,647,10006907,5856767,4450484,,,,,,
01/07/2021,Madhya Pradesh,21302275,2270021,5013,18757527,2544748,11857277,9441305,3693,2593206,18708965,104,651,10643691,6107197,4551387,,,,,,
02/07/2021,Madhya Pradesh,21326909,17381,65,18778322,2548587,11870386,9452826,3697,2593774,18733031,104,713,10659280,6113582,4554047,,,,,,
03/07/2021,Madhya Pradesh,21594951,571599,2029,18782476,2812475,12028691,9562493,3767,2857676,18737171,104,823,10864294,6156486,4574171,,,,,,
04/07/2021,Madhya Pradesh,21602436,19936,87,18783420,2819016,12032973,9565693,3770,2864042,18738290,104,829,10869316,6158208,4574912,,,,,,
05/07/2021,Madhya Pradesh,22016213,729028,3092,18788825,3227388,12258714,9753686,3813,2887962,19128039,212,829,10898367,6406280,4711566,,,,,,
06/07/2021,Madhya Pradesh,22028495,25354,80,18792034,3236461,12265543,9759137,3815,2889904,19138218,373,831,10902881,6411555,4714059,,,,,,
07/07/2021,Madhya Pradesh,22486768,895667,2787,18987978,3498790,12509315,9973562,3891,2951157,19535047,564,839,11089378,6599059,4798331,,,,,,
08/07/2021,Madhya Pradesh,23209424,1432229,3390,19540483,3668941,12883159,10322221,4044,2986789,20221660,975,841,11538045,6794883,4876496,,,,,,
09/07/2021,Madhya Pradesh,23229284,34258,89,19555644,3673640,12894114,10331123,4047,2988888,20238850,1546,843,11551303,6799556,4878425,,,,,,
10/07/2021,Madhya Pradesh,23916986,1280888,3030,20128154,3788832,13256417,10656383,4186,3002691,20912071,2224,847,11990250,6978881,4947855,,,,,,
11/07/2021,Madhya Pradesh,23934917,12805,43,20143867,3791050,13265935,10664794,4188,3002899,20929501,2517,847,12002041,6983193,4949683,,,,,,
12/07/2021,Madhya Pradesh,23973478,90171,305,20157496,3815982,13287487,10681801,4190,3024422,20945620,3436,849,12030191,6990669,4952618,,,,,,
13/07/2021,Madhya Pradesh,23977911,12851,42,20160054,3817857,13290062,10683658,4191,3025730,20947900,4281,850,12033353,6991554,4953004,,,,,,
14/07/2021,Madhya Pradesh,24566317,804874,1819,20652966,3913351,13589899,10972123,4295,3052335,21508910,5072,850,12298046,7201762,5066509,,,,,,
15/07/2021,Madhya Pradesh,25015501,846059,2119,21028776,3986725,13825764,11185349,4388,3055302,21954540,5659,856,12581912,7320365,5113224,,,,,,
16/07/2021,Madhya Pradesh,25028056,10907,50,21039211,3988845,13832807,11190859,4390,3055848,21966019,6189,859,12589965,7323431,5114660,,,,,,
17/07/2021,Madhya Pradesh,25182121,329651,719,21168157,4013964,13915928,11261775,4418,3057134,22118281,6706,864,12688562,7362188,5131371,,,,,,
